user_id,category
f76845f07c,Электроника
a3c460b857,Продукты
a9e50fec42,Электроника
df5cf7f69a,Бытовая техника
dd3f58cee5,Досуг
9ecb0bed11,Электроника
03da4195d5,Электроника
b1c4466083,Продукты
415f8fd5c6,Товары для животных
de56717d46,Электроника
5227f15c20,Электроника
771c115971,Строительство и ремонт
cf893f680f,Электроника
47f4301c42,Строительство и ремонт
e95d23f9ae,Строительство и ремонт
d1d6f9b416,Электроника
2fe04b4c3a,Продукты
6cd9581955,"Досуг, Электроника"
73521732bf,Продукты
c80ea6d678,Строительство и ремонт
68d3f7a732,Бытовая техника
a60013a070,Бытовая техника
354d5aefc8,Продукты
ae939da2e6,Продукты
efc11b447d,Продукты
f91ea585fa,Продукты
654fd1a3d4,Бытовая техника
2be1d9f2dd,Электроника
eed9621d35,Электроника
5da0bbd1a2,Продукты
b49e94e319,Бытовая техника
c1e9992871,Бытовая техника
cdb8ff1123,Строительство и ремонт
540494af82,Электроника
84a6137053,не определена
616be967a6,Товары для животных
74d4880314,Досуг
4cac4d415e,Строительство и ремонт
38c3ba4023,Электроника
4b58237c1c,Электроника
64f7b50d91,Продукты
40a0c7e9fd,Бытовая техника
62f6430779,Продукты
28e6a3401e,Бытовая техника
97e4995f30,Строительство и ремонт
c7a0815ba6,Бытовая техника
3a120dff00,Продукты
2d3c9b5eaf,Товары для животных
dec8283dc2,Электроника
b693664c57,Продукты
f7075c9aa0,Досуг
62b23ee4ec,Электроника
b401bb84c5,Электроника
6e474050be,Бытовая техника
e13c44fa95,Продукты
7e647f1627,Досуг
ba15a9c30d,Досуг
5f7338c6d2,Электроника
b8ec83addc,Электроника
2b3d1447aa,Строительство и ремонт
90055fc6ca,Электроника
8699d6bfa4,Досуг
15626f0e4b,Электроника
5b7a18599d,Продукты
73c4b254fd,Строительство и ремонт
27c802ea37,Электроника
b2472945fb,Электроника
a8d0360a31,Бытовая техника
4a6d6258da,Электроника
2942d52d8f,Продукты
77f350285d,Электроника
f848112c51,Строительство и ремонт
b323f423ad,Бытовая техника
54d4e81534,Электроника
045b8e93fb,Товары для животных
8acfca3a2c,Строительство и ремонт
b41d5a7e8b,Продукты
bccd9951e1,Продукты
adf6dc7f13,Продукты
9d619cb825,Товары для животных
1f75239f09,Электроника
6c13c61421,Бытовая техника
c85703bb83,Электроника
96ea47dccc,Продукты
bb6bc25682,Бытовая техника
31f083b890,Электроника
96f1cdc32a,Электроника
a6064a81b0,Бытовая техника
69368a4512,Досуг
a39eeffc02,Электроника
9e431b36b4,Строительство и ремонт
1af6b519ef,Бытовая техника
73e1fe10eb,Электроника
463ba5e7a4,Бытовая техника
12a4a922a1,Продукты
c3507551c1,Бытовая техника
ff0f3a4f31,Бытовая техника
a14266b0c8,Электроника
ed9a053f22,Строительство и ремонт
7c410bc984,Продукты
43d3eef688,Продукты
2863b7f7a8,Электроника
c6cf274c7c,Бытовая техника
032bed90db,Продукты
bd5d165524,Электроника
087deeada3,Электроника
be4e078bfe,Бытовая техника
e9c183b31b,Электроника
d623033e42,Электроника
b2eae573f9,Электроника
0f70a51e4f,Электроника
cab50d2e67,не определена
cce8f9f201,Досуг
4ec1430612,Бытовая техника
ddeffbfe0d,Продукты
fe8d2e419e,Электроника
22559638aa,Продукты
5c8b3f960b,Строительство и ремонт
ab3b5c58c4,Досуг
2ba40c1c01,Строительство и ремонт
4823c187c8,Электроника
41f6d99050,Строительство и ремонт
c60a01a400,Бытовая техника
4068465b5c,Электроника
644c0e1db3,Бытовая техника
9b8a4ed047,Продукты
2f7aabdc85,Продукты
804500fb95,Бытовая техника
12999dcd9a,Товары для животных
c07439237e,Электроника
3e591c3ffc,Бытовая техника
7ffdf9d121,Товары для животных
bae8553cf5,Электроника
c612258cb7,Строительство и ремонт
4dfa3cdd1c,Бытовая техника
92c228eb3e,Бытовая техника
6c0e66a66f,Бытовая техника
49d3c0fa39,Товары для животных
0bb0401efe,Электроника
f5d17124c3,Досуг
2face57c42,Досуг
02d90d34aa,Продукты
75f5d0d207,Досуг
e992cb1fc7,Электроника
20de5fe407,Электроника
019d3a0a03,Бытовая техника
b23d63fafa,Электроника
b38932bf38,Досуг
1035729344,Досуг
231bac1fca,Электроника
61fc9f74de,Электроника
c438a203ed,Продукты
e1738778ac,Электроника
901b681a19,Досуг
70a3a8f1c0,Бытовая техника
2518ee608a,Досуг
b602da8f4f,Бытовая техника
d01030d1b8,Продукты
1460f00675,Бытовая техника
02e9d12fa3,Продукты
1f6a93cfd0,Товары для животных
779cec4e6f,Строительство и ремонт
5c02b413ca,Электроника
bd0bfb6081,Досуг
7cae20cdba,не определена
ce09a96893,Электроника
824d7dc1da,Электроника
7acbdd5863,Электроника
14375d7acf,Досуг
183f8294db,Электроника
735284e60a,"Электроника, Бытовая техника"
ebbf18454c,Продукты
f0786e4328,Продукты
98d1b06887,Бытовая техника
33998afd1c,Бытовая техника
ffba436cd9,Продукты
ea0d8049e3,Бытовая техника
73cbbc4961,Электроника
d3ff27f68f,Электроника
08b19ca06d,Строительство и ремонт
176742fa25,Досуг
a4efe5d448,Товары для животных
4d3c6aadf5,Товары для животных
dfa1420acf,Бытовая техника
4454d85843,Продукты
9112bccd2d,Бытовая техника
de83486cc6,Продукты
51b17d710d,Электроника
74b631217b,Продукты
2081cf7480,Бытовая техника
fc8192c9c8,Электроника
14c31e0c1e,Досуг
449505c9d8,Электроника
94476a8369,Продукты
a43dd86c56,Бытовая техника
1e2c265bc4,Электроника
dba645a04f,Бытовая техника
4f2bd5f70d,Бытовая техника
48569e217e,Бытовая техника
5b1e50821f,Бытовая техника
5abab820de,Бытовая техника
77f36555ba,Товары для животных
283f97cfcd,Электроника
e2e42f795f,Бытовая техника
cff62d9d8e,Продукты
5a6a6d309d,Электроника
ae475d4bb1,Электроника
499a53c9a8,Бытовая техника
e9fb6de839,Бытовая техника
f6f7df5f4d,Электроника
e415de2b18,Бытовая техника
ab426cced0,Строительство и ремонт
e64b03a160,Электроника
1759a9325d,Бытовая техника
845b7880ee,Электроника
c4054ed775,Электроника
2b1728c429,Досуг
e791d1a212,Продукты
bfe28de286,Бытовая техника
7da375021d,Электроника
c4edc286b8,Досуг
60eb5f8170,Досуг
79440400e3,Электроника
e6ee1d8d89,Строительство и ремонт
243d7e0a95,Бытовая техника
bd460f3405,Электроника
109fbe07f7,Строительство и ремонт
3bd3d1c5e8,Электроника
4297890da8,Досуг
10738c47a7,Бытовая техника
3baee3d19a,Электроника
537009ef49,не определена
b667cd3778,Досуг
7189a26266,Электроника
66c75a1c8a,Бытовая техника
3efb665357,Бытовая техника
a7df231fed,Электроника
eb17b6b1b7,Досуг
d7690ca4c0,Электроника
da7e65a871,Бытовая техника
ded9654377,Продукты
0e0e510d59,Электроника
382d1a5a62,Досуг
b479a779b7,Электроника
8bb76cf91e,Бытовая техника
032f356576,Продукты
7bede4fcf2,Бытовая техника
588e139e53,Бытовая техника
478fa069a6,Бытовая техника
e759ec098f,Электроника
cf42cc3472,Бытовая техника
3a0c09c22c,Бытовая техника
455f76a9f1,Бытовая техника
97e1482d3e,Бытовая техника
52730c206f,Бытовая техника
876653621b,Электроника
59c0e968a7,Товары для животных
8cd25fc2bb,Бытовая техника
6dec44a650,Бытовая техника
5c84a195c6,Досуг
761be8357b,Электроника
276ebc89f2,Строительство и ремонт
e69eb9b5d9,Электроника
3f82695909,Досуг
13d6468f64,Электроника
b854e3b51d,Электроника
d844dbef73,Продукты
4c56fa14c1,Бытовая техника
6b5f868b94,Электроника
557af23bea,Бытовая техника
30935f492b,Электроника
c2e5400687,Продукты
c8bc5285c1,Бытовая техника
5fd0c516ee,Электроника
b73deb623a,Электроника
624b96fe4f,Досуг
c417492f7e,Строительство и ремонт
5a5fe810cf,Электроника
643d1c9f8f,Электроника
9cc791e592,Товары для животных
c3059f4989,Бытовая техника
28560606c5,Бытовая техника
c0400e2d4e,Электроника
b6f37d3348,Продукты
912b75dc9c,Строительство и ремонт
f274a8105a,Бытовая техника
82f2550c89,Электроника
6b37cd2be6,Бытовая техника
348b7c059d,Досуг
cbc5a31a6a,Строительство и ремонт
f7f83eeb84,Строительство и ремонт
6bab3bf92e,Электроника
f18d984099,Электроника
c1a488a268,Электроника
d70b7917eb,Бытовая техника
ae11a1db28,Бытовая техника
969cdba4aa,Бытовая техника
3de26412c9,Электроника
8c5e5cd7f8,Продукты
ba4114f95d,Товары для животных
1be2cfe716,Товары для животных
4162c2c385,Электроника
b62a1755d6,Досуг
e31fd394fb,Продукты
260a14dd1f,Бытовая техника
b0a7492cf6,Строительство и ремонт
1e39762612,Электроника
5b95cc2219,Бытовая техника
f6d4aa8704,Продукты
53c8c903c0,Бытовая техника
66fe00a13b,Бытовая техника
e2afc86401,Электроника
35699cdf36,Продукты
f0d4ce74f5,Продукты
6f6475f20e,Электроника
5ce10ac070,Электроника
eedda66b4b,Строительство и ремонт
0a97512af1,Бытовая техника
11c1e98fdc,Бытовая техника
e8376a9f8b,Продукты
830220820a,Строительство и ремонт
be7c6eec78,Продукты
236e5b665b,Строительство и ремонт
4072ceca17,Электроника
2334f1f506,Товары для животных
be9ad6a982,Бытовая техника
d0e5bc031f,Товары для животных
4d7c1ec18c,Электроника
5139001b6c,Бытовая техника
76d7306275,Досуг
b01d58cfb6,Электроника
d5c5115509,Бытовая техника
8956be70cc,Бытовая техника
d9a7c116b7,Электроника
5a02f47382,Бытовая техника
8ae919bcf5,Электроника
68c9c41dc8,Бытовая техника
46dea2fc02,Бытовая техника
ea2afb979f,Строительство и ремонт
08abe86129,Продукты
13e16d30a1,Строительство и ремонт
7366c004dd,Досуг
e214ebc3d8,Электроника
7ce9dd9856,Бытовая техника
0e26b5e178,Электроника
b2d6f4b96b,Строительство и ремонт
2d2e4439f6,Бытовая техника
751519532c,Досуг
f52a0bd4f3,Бытовая техника
3b9e35c586,Досуг
e6be34aa58,Продукты
a7c902ccfd,Бытовая техника
e0a096a0c4,Электроника
62c01ba3ee,Электроника
20d1aabae7,Бытовая техника
36324a80e8,Товары для животных
7db3a49d7a,Продукты
6a17962405,Досуг
976b9099bb,Бытовая техника
7a1235c6b2,Бытовая техника
0c141b9d11,Электроника
c7a1816c16,Бытовая техника
3d2f8f1eaa,Продукты
333a446b1a,Электроника
9bcb34ca3e,Бытовая техника
6c8039ec0b,Бытовая техника
bbaef4ead7,Досуг
3590f101b7,Бытовая техника
2250275b93,Досуг
978a1db35d,Продукты
d9aaf3625d,Досуг
a6fdb7efd0,Строительство и ремонт
b660c38038,Электроника
431d8bcf48,Электроника
70dd8b05b7,Строительство и ремонт
07c30dc4bc,Продукты
52f3102bbe,Строительство и ремонт
fe18fd151c,Электроника
8451d218b7,Продукты
0a07715f8b,Товары для животных
53fa70cd0a,Электроника
554cffdc42,Досуг
7a7b4ad9b8,Бытовая техника
8142637a47,Электроника
6cfdaf36b9,Бытовая техника
e998b0efdf,Продукты
6d2b30f845,Товары для животных
4c59e81d44,Продукты
20d9844728,Электроника
95481d28e1,Продукты
73fffcbb65,Строительство и ремонт
e736bd4085,Строительство и ремонт
899017a076,Бытовая техника
7c3fd1ee41,Бытовая техника
0112d921ad,Досуг
05b4a4926d,Продукты
f54a353cc8,Продукты
2985fa5251,Строительство и ремонт
26c78820af,Бытовая техника
36c9cf89bb,Товары для животных
d1cafbb9d3,Электроника
9d04bb57e6,Электроника
ed93ee4370,Товары для животных
ef0f3269c3,Электроника
f5e83a17af,Электроника
845454eb25,Досуг
136193f9ba,не определена
fce9b53c13,Досуг
c17b697fe3,Досуг
ebeede9566,Бытовая техника
06e9146e39,Электроника
598fff580c,Электроника
70a3198338,Бытовая техника
6f16b5562b,Электроника
82b450ea2e,Продукты
dcd5c867cf,Товары для животных
ff659a28b7,Досуг
74fc88f5d1,Бытовая техника
b1725f8ef0,Бытовая техника
9c4e6055df,Продукты
4ae4547884,Электроника
66eb0896dd,"Электроника, Продукты"
c514adbd83,Электроника
1136653d20,Досуг
16ad676a50,Строительство и ремонт
13e88c06a2,Продукты
7dc4993952,Продукты
656aa8fb83,Досуг
890230dfa0,Продукты
aa1db4b36d,Электроника
bb7ef21be6,Электроника
aa40001201,Товары для животных
dced838e4c,Электроника
1558cc2bef,Электроника
9de16bd163,Бытовая техника
535a0a7fd2,Продукты
9c7398b5a2,Электроника
d77e3ff3d8,Электроника
5740086d40,Продукты
b0231e8bb8,Продукты
2f5e4f200e,Электроника
224bb02440,Досуг
5d09df0a70,Строительство и ремонт
4fae7f1038,Бытовая техника
35d3b36012,Продукты
f504240604,Досуг
38593d010c,Электроника
372182dfe7,Бытовая техника
c7d31b5322,Продукты
6855dd174e,Бытовая техника
3d5c4ee62c,Электроника
6988567303,Электроника
bae7add73a,Электроника
e49a5df2aa,Электроника
e262359530,Товары для животных
12072d9e49,Строительство и ремонт
27fc5109c8,Электроника
8d2a3b3fe6,Продукты
67cd82b367,Электроника
191cefdb6e,Досуг
71ad285ac3,Электроника
e029d6e1dc,Продукты
4af1e0c56b,Электроника
0e56c00b21,Электроника
9fcce69287,Электроника
b6e9702ab6,Электроника
0a97f18461,Электроника
e5e8f27d21,Электроника
de465d6615,Досуг
2659b22fd9,Строительство и ремонт
b0d7c401d6,Продукты
8af51088a0,не определена
fea109639c,Бытовая техника
1c08931d92,Товары для животных
599bfa0616,Строительство и ремонт
bf3beef628,Электроника
0f2d86bca6,Бытовая техника
44b572a76b,Электроника
d4e7790d8b,Товары для животных
864f229283,Досуг
307a397904,Электроника
255b178f6b,Бытовая техника
84af74688b,Бытовая техника
68bb7edac2,Продукты
db89ebbb94,Строительство и ремонт
eb39262ff5,Электроника
5d4b287d40,Строительство и ремонт
7ec5981242,Продукты
9b0a694178,Досуг
3aa25fdfe8,Бытовая техника
6c90a4118a,Электроника
724c727778,Бытовая техника
0e515a69d7,Продукты
631e8ac2cb,Строительство и ремонт
fe70e17d90,Товары для животных
d15ea2f086,Бытовая техника
cacbb038f7,Электроника
bc0d5e8d4e,Электроника
6f4f14ebc6,Электроника
a7774f0517,Продукты
2ef38ed257,Товары для животных
d8e40a827b,Товары для животных
a8c79814bc,Электроника
2809dbf3a9,Досуг
dba4001826,Электроника
85411bb5a5,Электроника
47e6bc8f0d,Электроника
4885729a0f,Электроника
ce1d14c718,Продукты
c851f03086,Продукты
07fd167458,Бытовая техника
cf60c16749,Товары для животных
3c5f21432c,Бытовая техника
545aa9f44b,Бытовая техника
13fac0d405,Бытовая техника
088d22bc59,Бытовая техника
4796b086c8,Электроника
c20a8714ab,Строительство и ремонт
8ecf75a399,Бытовая техника
bc56bbf576,Электроника
434d630b6e,Электроника
eef00e8a37,Продукты
56eab4cd21,Электроника
2b95759653,"Электроника, Досуг"
dfa3a6e5b3,Бытовая техника
fc21f5f617,Бытовая техника
a5a297e53b,Бытовая техника
e1f141314c,Товары для животных
48cf500002,Продукты
0805db4606,Досуг
10e25f64a8,Электроника
443b546650,Досуг
382d748d26,Бытовая техника
9505ed9769,Бытовая техника
faa0283824,Электроника
e64b5b3a04,не определена
2867baebbc,Бытовая техника
c6ee516fbc,Строительство и ремонт
b9a7f7c97e,Электроника
15f420eba3,Досуг
92e1b9d286,Электроника
162de0b7d3,Досуг
4ea790594d,Строительство и ремонт
abcc15503b,Электроника
97335e6de5,Товары для животных
751b49b3b0,Электроника
ec2d44b19c,Досуг
3436f0e77d,Досуг
55637ce26d,Продукты
fff653d5f3,Продукты
28d7cc6a5e,Товары для животных
41f99c4466,Электроника
903e13b923,Электроника
e8c775ac30,Продукты
a8e582c872,Продукты
8e71840559,Продукты
85ca49f84e,Товары для животных
4d7ed13700,Досуг
feed8ebd24,Досуг
0b2557196b,Досуг
cba5c16527,Электроника
985295a069,Электроника
17e83bf2f1,Электроника
4b0342c620,Электроника
2f4a628c87,Бытовая техника
e12f1c84b0,Электроника
90da1539f0,Бытовая техника
1e106b7589,Досуг
72727bd6a3,Бытовая техника
8368178e1d,Досуг
a17dbb1b7a,Электроника
586dbe705e,Электроника
2fa011d218,Электроника
7f92c06e50,Продукты
6c1941f5a0,Строительство и ремонт
e17f002e28,Электроника
3d3fcf73fb,Товары для животных
1691010392,Досуг
698418a5ab,Электроника
71507a1091,Товары для животных
4cb5f60339,Электроника
5811863cda,Досуг
06d3dfda6b,Товары для животных
d8a49a9a05,Бытовая техника
24cf0da7ba,Бытовая техника
5bae47cc68,Электроника
ca044019d5,Досуг
dd49db4a68,Электроника
ec1283163b,Электроника
8705cecf7e,Электроника
0ada0701bf,Продукты
b5892ac2d3,Строительство и ремонт
90e28a0c43,Строительство и ремонт
8908e622a3,Бытовая техника
6dbb437d9c,Досуг
07b56c982c,Электроника
3c4403ce5c,Бытовая техника
3802b8b5c2,Электроника
4bba6f17b8,Электроника
76e5f8734d,Электроника
9bbb06c215,Досуг
0ec356ffbe,Электроника
87a3bc895d,Досуг
6e530f9eca,Электроника
13ed0ec8fe,Бытовая техника
f5698fbf83,Бытовая техника
50ab9e0fca,Строительство и ремонт
de63900552,Бытовая техника
902e47585f,Товары для животных
85d2bd017d,Продукты
20901c697d,Товары для животных
7e136b74b8,Досуг
bd68573542,Электроника
76320e1780,Досуг
4525c8630e,Товары для животных
0178940f24,Бытовая техника
90d16becd5,Бытовая техника
466c824e89,Бытовая техника
222b9ace72,Продукты
bad3497b60,Электроника
2d7e180adf,Бытовая техника
8c20ca5ff9,Электроника
d2916bb2ea,Продукты
02492fcc59,Электроника
d0f8bba110,Электроника
0f27e67258,Электроника
c4ed357b94,Продукты
f3e5da3e77,Продукты
